"Duration (in seconds)","Finished","RecordedDate","age","prev.participant","diet_1","diet_2","diet_9","diet_3","diet_4","diet_5","diet_10","diet_6","diet_7","diet_8","diet_7_TEXT","happy","bored","proud","angry","hopeful","red.open","elim.open","control.open","speciesism_1","speciesism_2","speciesism_3","speciesism_4","speciesism_5","speciesism_6","gender","gender_3_TEXT","status","status_5_TEXT","elim.pledge","red.pledge","ID","notes_7","notes_1","notes_2","notes_3","notes_4","notes_5","notes_6","notes_3_TEXT","notes_4_TEXT","notes_5_TEXT","notes_6_TEXT","excluded","condition","date","purchase","meatveg","meatveg2"
283,TRUE,"11/8/2019 13:23",22,"Not sure",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None of the Above",NA,"Very happy","Somewhat energized","Neither ashamed nor proud","Very calm","Somewhat hopeful",NA,NA,"Protein a d fresh products","Strongly disagree","Disagree","Strongly disagree","Somewhat disagree","Somewhat agree","Strongly disagree","Woman",NA,"Carleton undergraduate student",NA,NA,"Yes, I will pledge to reduce the amount of meat that I eat","CF261C","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control with reduce pledge","8-Nov","FP","veg","vegprot"
359,TRUE,"11/8/2019 13:31",21,"No, I promise that I haven’t done this before",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None of the Above",NA,"Neither unhappy nor happy","Somewhat bored","Neither ashamed nor proud","Neither calm nor angry","Somewhat hopeful",NA,"Because of health issues and environmental impact",NA,"Agree","Disagree","Disagree","Disagree","Somewhat agree","Disagree","Woman",NA,"Carleton undergraduate student",NA,"No, thanks",NA,"MT260C","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"eliminate",NA,NA,NA,NA
383,TRUE,"11/8/2019 13:32",19,"No, I promise that I haven’t done this before",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None of the Above",NA,"Happy","Somewhat energized","Somewhat proud","Somewhat calm","Somewhat hopeful",NA,NA,"People fall into routines as it makes them feel most comfortable.  Personally, I love to switch up my diet, keeps things interesting.","Somewhat agree","Strongly disagree","Strongly disagree","Disagree","Agree","Strongly disagree","Woman",NA,"Carleton undergraduate student",NA,"No, thanks",NA,"MF263E","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control with elim pledge","8-Nov","FP","veg","vegprot"
372,TRUE,"11/8/2019 13:42",21,"No, I promise that I haven’t done this before",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None of the Above",NA,"Neither unhappy nor happy","Neither energized nor bored","Neither ashamed nor proud","Very calm","Somewhat hopeful",NA,"Because it is harmful to animals",NA,"Somewhat disagree","Somewhat agree","Disagree","Disagree","Agree","Somewhat agree","Woman",NA,"Carleton undergraduate student",NA,"No, thanks",NA,"EN244M","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"eliminate","8-Nov","BP","meat","pork"
462,TRUE,"11/8/2019 13:46",28,"No, I promise that I haven’t done this before",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None of the Above",NA,"Somewhat unhappy","Neither energized nor bored","Neither ashamed nor proud","Neither calm nor angry","Somewhat despairing",NA,NA,"Routine and lack of time or money","Disagree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Somewhat disagree","Woman",NA,"Carleton graduate student",NA,NA,"Yes, I will pledge to reduce the amount of meat that I eat","CL249X","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control with reduce pledge","8-Nov","GP","meat","red"
294,TRUE,"11/8/2019 13:55",18,"No, I promise that I haven’t done this before",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None of the Above",NA,"Neither unhappy nor happy","Somewhat energized","Somewhat ashamed","Somewhat calm","Neither despairing nor hopeful","They are more concerned about the environment and our future.",NA,NA,"Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Agree","Strongly disagree","Woman",NA,"Carleton undergraduate student",NA,NA,"Yes, I will pledge to reduce the amount of meat that I eat","TP258C","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"reduce","8-Nov","GP","meat","red"
351,TRUE,"11/8/2019 13:55",18,"No, I promise that I haven’t done this before",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None of the Above",NA,"Neither unhappy nor happy","Somewhat energized","Neither ashamed nor proud","Very calm","Somewhat hopeful","I think it is due to the awareness of how animals are being treat and what actually happens behind the scenes on his your meat is made",NA,NA,"Disagree","Strongly disagree","Neither agree nor disagree","Strongly disagree","Strongly disagree","Strongly disagree","Woman",NA,"Carleton undergraduate student",NA,NA,"No, thanks","PL259T","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"reduce","8-Nov","BP","meat","pork"
348,TRUE,"11/8/2019 14:06",22,"No, I promise that I haven’t done this before",NA,NA,NA,NA,NA,NA,NA,NA,"Other (please specify)",NA,"Lactose free","Neither unhappy nor happy","Neither energized nor bored","Neither ashamed nor proud","Very calm","Neither despairing nor hopeful",NA,NA,NA,"Somewhat agree","Somewhat disagree","Somewhat disagree","Neither agree nor disagree","Agree","Strongly disagree","Woman",NA,"Carleton undergraduate student",NA,"No, thanks",NA,"KJ532M","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"eliminate","8-Nov","SC","meat","poultry"
311,TRUE,"11/8/2019 14:07",20,"No, I promise that I haven’t done this before",NA,NA,NA,NA,NA,NA,"Pescetarian or avoiding certain meats",NA,NA,NA,NA,"Somewhat unhappy","Somewhat bored","Somewhat ashamed","Neither calm nor angry","Very despairing",NA,NA,"Some people are more adventurous whereas others find comfort in routine and what they already know","Strongly disagree","Disagree","Strongly disagree","Strongly disagree","Agree","Strongly disagree","Woman",NA,"Carleton undergraduate student",NA,NA,"Yes, I will pledge to reduce the amount of meat that I eat","PX533R","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control with reduce pledge",NA,NA,NA,NA
356,TRUE,"11/8/2019 14:14",20,"No, I promise that I haven’t done this before",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None of the Above",NA,"Happy","Somewhat energized","Neither ashamed nor proud","Somewhat calm","Neither despairing nor hopeful",NA,NA,"People have different interests and likes.","Somewhat disagree","Strongly disagree","Strongly disagree","Somewhat disagree","Agree","Disagree","Woman",NA,"Carleton undergraduate student",NA,"Yes, I will pledge to stop eating meat",NA,"FN534X","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control with elim pledge","8-Nov","FP","veg","vegprot"
441,TRUE,"11/8/2019 14:16",20,"No, I promise that I haven’t done this before",NA,NA,NA,NA,NA,NA,"Pescetarian or avoiding certain meats",NA,NA,NA,NA,"Happy","Somewhat bored","Neither ashamed nor proud","Somewhat calm","Somewhat hopeful","I think people are changing their behaviour because of global warming and the increasingly unethical parts of farming and diary industry",NA,NA,"Strongly disagree","Disagree","Strongly disagree","Strongly disagree","Strongly agree","Strongly disagree","Woman",NA,"Carleton undergraduate student",NA,NA,"Yes, I will pledge to reduce the amount of meat that I eat","TN535L","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"reduce","8-Nov","FP","veg","vegprot"
265,TRUE,"11/8/2019 14:18",38,"Not sure",NA,NA,"Halal or Kosher",NA,NA,NA,NA,NA,NA,NA,NA,"Very happy","Neither energized nor bored","Very proud","Neither calm nor angry","Somewhat hopeful",NA,NA,NA,"Somewhat agree",NA,"Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Woman",NA,"Carleton graduate student",NA,"No, thanks",NA,"MF286P","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"eliminate","11-Nov","CS","meat","poultry"
446,TRUE,"11/8/2019 14:28",21,"No, I promise that I haven’t done this before",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None of the Above",NA,"Somewhat unhappy","Neither energized nor bored","Somewhat ashamed","Somewhat calm","Somewhat despairing",NA,NA,"Some people have more restrictive diets for health reasons , religious reasons , or environmental reasons.","Neither agree nor disagree","Disagree","Strongly disagree","Disagree","Somewhat agree","Strongly disagree","Woman",NA,"Carleton undergraduate student",NA,NA,"Yes, I will pledge to reduce the amount of meat that I eat","PT285E","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control with reduce pledge","8-Nov","CCLUB","meat","mix"
450,TRUE,"11/8/2019 14:29",23,"No, I promise that I haven’t done this before",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None of the Above",NA,"Happy","Somewhat energized","Neither ashamed nor proud","Somewhat calm","Somewhat hopeful",NA,NA,"Because they haven't been exposed to various foods




","Agree","Disagree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Man",NA,"Carleton graduate student",NA,"No, thanks",NA,"FE284P","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control with elim pledge","8-Nov","FP","veg","vegprot"
359,TRUE,"11/11/2019 10:34",21,"No, I promise that I haven’t done this before",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None of the Above",NA,"Happy","Somewhat bored","Neither ashamed nor proud","Very calm","Somewhat hopeful","For the climate and animal well being",NA,NA,"Disagree","Somewhat disagree","Strongly disagree","Strongly disagree","Agree","Disagree","Man",NA,"Carleton undergraduate student",NA,NA,"Yes, I will pledge to reduce the amount of meat that I eat","PT371Q","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"reduce","11-Nov","CLUB","meat","mix"
451,TRUE,"11/11/2019 10:40",22,"No, I promise that I haven’t done this before",NA,"Gluten free",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Neither unhappy nor happy","Neither energized nor bored","Neither ashamed nor proud","Somewhat calm","Neither despairing nor hopeful",NA,NA,"For health reasons","Agree","Somewhat disagree","Somewhat disagree","Somewhat disagree","Neither agree nor disagree","Disagree","Woman",NA,"Carleton undergraduate student",NA,NA,"Yes, I will pledge to reduce the amount of meat that I eat","TC373Q","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control with reduce pledge","11-Nov","GP","meat","red"
330,TRUE,"11/11/2019 10:40",20,"No, I promise that I haven’t done this before",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None of the Above",NA,"Neither unhappy nor happy","Somewhat bored","Somewhat ashamed","Neither calm nor angry","Somewhat despairing",NA,"Better for environment and life quality",NA,"Disagree","Somewhat disagree","Somewhat agree","Somewhat agree","Agree","Disagree","Woman",NA,"Carleton undergraduate student",NA,"No, thanks",NA,"QP372C","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"eliminate",NA,NA,NA,NA
330,TRUE,"11/11/2019 10:47",19,"No, I promise that I haven’t done this before",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None of the Above",NA,"Happy","Somewhat energized","Neither ashamed nor proud","Somewhat calm","Somewhat hopeful",NA,NA,"Probably due to their upbringing and family life.","Neither agree nor disagree","Strongly disagree","Disagree","Somewhat disagree","Agree","Somewhat agree","Man",NA,"Carleton undergraduate student",NA,"No, thanks",NA,"XX399P","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control with elim pledge","11-Nov","CS","meat","poultry"
371,TRUE,"11/11/2019 10:53",21,"No, I promise that I haven’t done this before",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None of the Above",NA,"Happy","Somewhat energized","Neither ashamed nor proud","Somewhat calm","Somewhat hopeful",NA,NA,"Due to genetics and also when you eat certain types of foods continuously, your body starts craving those foods.","Agree","Strongly disagree","Somewhat agree","Agree","Strongly agree","Strongly disagree","Woman",NA,"Carleton undergraduate student",NA,"Yes, I will pledge to stop eating meat",NA,"101166860",NA,NA,NA,NA,"Researcher made a mistake (it's okay! but please specify)",NA,NA,NA,"PC378Q",NA,NA,NA,"control with elim pledge",NA,NA,NA,NA
278,TRUE,"11/11/2019 10:58",22,"No, I promise that I haven’t done this before",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None of the Above",NA,"Happy","Neither energized nor bored","Somewhat ashamed","Somewhat calm","Somewhat despairing","It's becoming easier to do and has less environmental impact",NA,NA,"Somewhat agree","Somewhat disagree","Disagree","Somewhat disagree","Somewhat disagree","Somewhat disagree","Woman",NA,"Carleton undergraduate student",NA,NA,"No, thanks","PC391Q","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"reduce","11-Nov","CS","meat","poultry"
353,TRUE,"11/11/2019 11:00",23,"No, I promise that I haven’t done this before",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None of the Above",NA,"Somewhat unhappy","Somewhat bored","Somewhat ashamed","Very calm","Very despairing",NA,"Because they are seeing the byproducts of meat products does to our environment. They are becoming more educated.",NA,"Somewhat agree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Somewhat agree","Somewhat disagree","Woman",NA,"Carleton undergraduate student",NA,"No, thanks",NA,"CQ392P","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"eliminate","11-Nov","""Pita Combo 1""","meat","meatunk"
264,TRUE,"11/11/2019 11:06",22,"No, I promise that I haven’t done this before",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None of the Above",NA,"Neither unhappy nor happy","Neither energized nor bored","Neither ashamed nor proud","Neither calm nor angry","Neither despairing nor hopeful",NA,NA,"Preference, based in social or personal reasoning.","Somewhat agree","Disagree","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Woman",NA,"Carleton undergraduate student",NA,NA,"Yes, I will pledge to reduce the amount of meat that I eat","XR393X","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control with reduce pledge","11-Nov","CS","meat","poultry"
282,TRUE,"11/11/2019 11:10",18,"No, I promise that I haven’t done this before",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None of the Above",NA,"Neither unhappy nor happy","Neither energized nor bored","Neither ashamed nor proud","Somewhat calm","Somewhat despairing","There are environmental reasons that play a big role in why people eat less meat, as well as ethical reasons.",NA,NA,"Somewhat disagree","Strongly disagree","Strongly disagree","Strongly disagree","Agree","Strongly disagree","Woman",NA,"Carleton undergraduate student",NA,NA,"Yes, I will pledge to reduce the amount of meat that I eat","PR394C","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"reduce","11-Nov","CP","meat","poultry"
288,TRUE,"11/11/2019 11:11",19,"No, I promise that I haven’t done this before","Food allergy (nuts, shellfish, etc.)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Somewhat unhappy","Somewhat bored","Neither ashamed nor proud","Very calm","Neither despairing nor hopeful",NA,"Because they know how the meat industry runs and how cruel the conditions the animals Also are kept in. People want to make a difference",NA,"Somewhat disagree","Somewhat disagree","Agree","Somewhat disagree","Somewhat disagree","Agree","Woman",NA,"Carleton undergraduate student",NA,"No, thanks",NA,"PC388R","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"eliminate","11-Nov","CCLUB","meat","mix"
413,TRUE,"11/11/2019 11:23",43,"No, I promise that I haven’t done this before",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None of the Above",NA,"Neither unhappy nor happy","Neither energized nor bored","Neither ashamed nor proud","Somewhat calm","Somewhat hopeful",NA,NA,"Personal choice","Disagree","Disagree","Disagree","Agree","Strongly agree","Somewhat agree","Woman",NA,"Carleton staff or faculty",NA,"No, thanks",NA,"PC365R","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control with elim pledge","11-Nov","TOFU","veg","vegprot"
611,TRUE,"11/11/2019 11:28",19,"No, I promise that I haven’t done this before",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None of the Above",NA,"Very happy","Somewhat energized","Somewhat proud","Somewhat calm","Very hopeful",NA,NA,"I think the way people are raised and their social interaction have an effect on what their diet is","Disagree","Disagree","Disagree","Disagree","Agree","Disagree","Man",NA,"Carleton undergraduate student",NA,"Yes, I will pledge to stop eating meat",NA,"TC379P","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control with elim pledge","11-Nov","PATTY","veg","vegprot"
359,TRUE,"11/11/2019 11:31",18,"No, I promise that I haven’t done this before",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None of the Above",NA,"Neither unhappy nor happy","Neither energized nor bored","Neither ashamed nor proud","Somewhat calm","Neither despairing nor hopeful","They are more aware of the consequences and have more alternative options",NA,NA,"Somewhat agree","Disagree","Disagree","Neither agree nor disagree","Somewhat agree","Somewhat disagree","Woman",NA,"Carleton undergraduate student",NA,NA,"Yes, I will pledge to reduce the amount of meat that I eat","QP380C","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"reduce",NA,NA,NA,NA
437,TRUE,"11/11/2019 11:35",20,"No, I promise that I haven’t done this before",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None of the Above",NA,"Neither unhappy nor happy","Neither energized nor bored","Neither ashamed nor proud","Very calm","Neither despairing nor hopeful",NA,NA,"Those who stick to the same foods are usually afraid to try new things and only want to eat foods they trust will taste good. They may also think it's a waste of money and time to try things they might not like.","Strongly agree","Disagree","Strongly disagree","Neither agree nor disagree","Agree","Agree","Woman",NA,"Carleton undergraduate student",NA,NA,"No, thanks","QC381P","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control with reduce pledge","11-Nov","CP","meat","poultry"
427,TRUE,"11/11/2019 11:39",22,"No, I promise that I haven’t done this before",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None of the Above",NA,"Neither unhappy nor happy","Neither energized nor bored","Neither ashamed nor proud","Neither calm nor angry","Neither despairing nor hopeful",NA,"More information about the realities of how meats are processed
",NA,"Disagree","Disagree","Disagree","Disagree","Somewhat disagree","Somewhat disagree","Man",NA,"Carleton undergraduate student",NA,"No, thanks",NA,"CX395P","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"eliminate","11-Nov","HAM","meat","pork"
425,TRUE,"11/11/2019 11:43",18,"No, I promise that I haven’t done this before",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None of the Above",NA,"Happy","Somewhat energized","Very proud","Very calm","Somewhat hopeful",NA,NA,"People have different tastes when it comes to food they definetely have a certain preferenc when it comes to what they choose to put into their body","Disagree","Strongly disagree","Strongly disagree","Strongly disagree","Agree","Strongly disagree","Woman",NA,"Carleton undergraduate student",NA,"No, thanks",NA,"CT345R","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control with elim pledge",NA,NA,NA,NA
343,TRUE,"11/11/2019 11:45",19,"No, I promise that I haven’t done this before",NA,NA,"Halal or Kosher",NA,"Low-carb",NA,NA,NA,NA,NA,NA,"Somewhat unhappy","Neither energized nor bored","Neither ashamed nor proud","Neither calm nor angry","Neither despairing nor hopeful",NA,"Because the don't like ani!so cruielty",NA,"Somewhat agree","Strongly disagree","Disagree","Somewhat agree","Somewhat agree","Somewhat disagree","Man",NA,"Carleton undergraduate student",NA,"No, thanks",NA,"XC346T","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"eliminate",NA,NA,NA,NA
307,TRUE,"11/11/2019 11:51",18,"No, I promise that I haven’t done this before",NA,NA,NA,"Keto",NA,NA,NA,NA,NA,NA,NA,"Neither unhappy nor happy","Somewhat bored","Neither ashamed nor proud","Somewhat calm","Neither despairing nor hopeful","They probably feel bad for the animals and decided they can live without meat
",NA,NA,"Somewhat disagree","Somewhat disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly disagree","Woman",NA,"Carleton undergraduate student",NA,NA,"No, thanks","RP347C","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"reduce",NA,NA,NA,NA
306,TRUE,"11/11/2019 11:52",18,"No, I promise that I haven’t done this before",NA,NA,"Halal or Kosher",NA,NA,NA,NA,NA,NA,NA,NA,"Happy","Somewhat energized","Neither ashamed nor proud","Somewhat calm","Somewhat hopeful",NA,NA,"I believe people have different beliefs and show them through their choice of food","Strongly disagree","Strongly disagree","Strongly disagree","Neither agree nor disagree","Strongly agree","Strongly disagree","Woman",NA,"Carleton undergraduate student",NA,NA,"No, thanks","RC344P","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control with reduce pledge",NA,NA,NA,NA
322,TRUE,"11/11/2019 12:01",21,"Not sure",NA,NA,NA,NA,NA,NA,"Pescetarian or avoiding certain meats",NA,NA,NA,NA,"Neither unhappy nor happy","Somewhat energized","Neither ashamed nor proud","Neither calm nor angry","Somewhat hopeful",NA,"I believe it is because the spread of awareness in terms of animal rights as well as dietary benefits",NA,"Somewhat agree","Neither agree nor disagree","Strongly disagree","Somewhat disagree","Disagree","Somewhat agree","Woman",NA,"Carleton undergraduate student",NA,"Yes, I will pledge to stop eating meat",NA,"PM349P","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"eliminate",NA,NA,NA,NA
263,TRUE,"11/11/2019 12:04",19,"No, I promise that I haven’t done this before",NA,NA,NA,NA,NA,NA,"Pescetarian or avoiding certain meats",NA,NA,NA,NA,"Neither unhappy nor happy","Somewhat bored","Neither ashamed nor proud","Very calm","Somewhat despairing","Health and planet sustainability",NA,NA,"Strongly agree","Strongly disagree","Strongly disagree","Strongly disagree",NA,"Strongly agree","Woman",NA,"Carleton undergraduate student",NA,NA,"Yes, I will pledge to reduce the amount of meat that I eat","XL358C","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"reduce","11-Nov","FP","veg","vegprot"
473,TRUE,"11/11/2019 12:10",20,"No, I promise that I haven’t done this before","Food allergy (nuts, shellfish, etc.)",NA,NA,NA,"Low-carb",NA,NA,NA,NA,NA,NA,"Neither unhappy nor happy","Somewhat bored","Neither ashamed nor proud","Somewhat calm","Somewhat hopeful",NA,NA,"People have different body types and preferences. What they decide to eat is to eat is up to them, as long as it's not overly disruptive to the person's body or environmebt","Neither agree nor disagree","Disagree","Disagree","Somewhat agree","Somewhat agree","Neither agree nor disagree","Woman",NA,"Carleton undergraduate student",NA,"Yes, I will pledge to stop eating meat",NA,"JE342J","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control with elim pledge","11-Nov","FP","veg","vegprot"
384,TRUE,"11/11/2019 12:11",20,"No, I promise that I haven’t done this before",NA,"Gluten free",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Neither unhappy nor happy","Somewhat bored","Somewhat proud","Somewhat calm","Somewhat hopeful",NA,NA,"Because everyone is different","Somewhat disagree","Neither agree nor disagree","Disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Woman",NA,"Carleton undergraduate student",NA,NA,"Yes, I will pledge to reduce the amount of meat that I eat","JE343A","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control with reduce pledge","11-Nov","HAM","meat","pork"
372,TRUE,"11/11/2019 12:19",48,"No, I promise that I haven’t done this before",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None of the Above",NA,"Neither unhappy nor happy","Neither energized nor bored","Neither ashamed nor proud","Neither calm nor angry","Neither despairing nor hopeful",NA,NA,NA,NA,"Strongly disagree","Strongly disagree","Strongly disagree",NA,"Strongly disagree","Woman",NA,"Carleton staff or faculty",NA,NA,"No, thanks","QR340J","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"reduce","11-Nov","SP","meat","red"
311,TRUE,"11/11/2019 12:23",27,"No, I promise that I haven’t done this before","Food allergy (nuts, shellfish, etc.)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Happy","Neither energized nor bored","Somewhat ashamed","Somewhat calm","Somewhat despairing",NA,"Awareness of climate change",NA,"Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Disagree","Strongly disagree","Woman",NA,"Carleton graduate student",NA,"No, thanks",NA,"XJ339T","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"eliminate","11-Nov","VP","veg","veg"
388,TRUE,"11/11/2019 12:34",20,"No, I promise that I haven’t done this before",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None of the Above",NA,"Happy","Somewhat energized","Somewhat proud","Very calm","Neither despairing nor hopeful",NA,NA,"I think this is because like to stick to a diet they could be following as dieting and nutrition plans have become more popular. 
","Neither agree nor disagree","Disagree","Strongly disagree","Strongly disagree","Somewhat agree","Disagree","Woman",NA,"Carleton undergraduate student",NA,"No, thanks",NA,"RJ341L","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control with elim pledge",NA,NA,NA,NA
415,TRUE,"11/11/2019 12:36",28,"No, I promise that I haven’t done this before",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None of the Above",NA,"Happy","Somewhat energized","Somewhat proud","Somewhat calm","Neither despairing nor hopeful",NA,NA,"Because of familiarity with either more or less types of food, or Because of convictions or nutritional goals","Agree","Disagree","Neither agree nor disagree","Agree","Strongly agree","Somewhat agree","Man",NA,"Carleton graduate student",NA,NA,"Yes, I will pledge to reduce the amount of meat that I eat","CP383Q","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control with reduce pledge","11-Nov","PATTY","veg","vegprot"
358,TRUE,"11/11/2019 12:45",18,"No, I promise that I haven’t done this before","Food allergy (nuts, shellfish, etc.)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Somewhat unhappy","Somewhat energized","Neither ashamed nor proud","Very calm","Somewhat hopeful",NA,NA,"Save money, allergies, save time","Somewhat agree","Strongly disagree","Strongly disagree","Somewhat disagree","Disagree","Disagree","Woman",NA,"Carleton undergraduate student",NA,"No, thanks",NA,"PC382Q","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control with elim pledge","11-Nov","GP","meat","red"
335,TRUE,"11/11/2019 12:46",18,"No, I promise that I haven’t done this before",NA,"Gluten free",NA,NA,"Low-carb",NA,"Pescetarian or avoiding certain meats",NA,NA,NA,NA,"Happy","Very energized","Somewhat proud","Very calm","Very hopeful",NA,"Eating meat causes cancer and heart disease",NA,"Strongly disagree","Strongly disagree","Disagree","Disagree","Strongly agree",NA,"Woman",NA,"Carleton undergraduate student",NA,"Yes, I will pledge to stop eating meat",NA,"CR338X","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"eliminate",NA,NA,NA,NA
367,TRUE,"11/11/2019 12:59",28,"No, I promise that I haven’t done this before",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None of the Above",NA,"Somewhat unhappy","Neither energized nor bored","Somewhat proud","Somewhat calm","Very hopeful",NA,NA,"People eat what they are accustomed to. Also, cultural reasons.","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Disagree","Agree","Disagree","Woman",NA,"Carleton undergraduate student",NA,NA,"No, thanks","CP351L","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control with reduce pledge","11-Nov","CS","meat","poultry"
403,TRUE,"11/11/2019 12:59",27,"No, I promise that I haven’t done this before",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None of the Above",NA,"Neither unhappy nor happy","Somewhat bored","Neither ashamed nor proud","Very calm","Neither despairing nor hopeful","To be honest there is a big trend and I believe a lot of people are following the trend whether for religious, health or environmental reasons",NA,NA,"Agree","Strongly disagree","Somewhat agree","Somewhat disagree","Somewhat agree","Somewhat agree","Woman",NA,"Carleton undergraduate student",NA,NA,"No, thanks","PM350L","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"reduce","11-Nov","GP","meat","red"
